,id,response,knowledge,Q2_no_nli,Q2
9644,9644, The listener inquired about the timings of the train for boston., The passenger inquired the railway staff about the time at which the train leaves for boston.,0.0,0.3333333333333333
9645,9645, The speaker asks the listener about the timings of the train., The passenger sought information about the one-way ticket price with the railway staff.,0.0,0.0
9646,9646, The speaker would ask the listener about the timing of the train., The passenger sought information about the one-way ticket price with the railway staff.,0.0,0.0
9647,9647, The listener is happy to know that he will get a one-way ticket to boston., The listener will get surprised to know about the expensive railway ticket fare for boston.,0.0,0.0
9648,9648, The speaker is a fan of the movie., The korean movie 'friends' is quite popular among youth.,0.0,0.0
9649,9649, The speaker and the listener will watch the movie together., The speaker's friend will seek his reviews about the movie.,0.0,0.0
9650,9650, The speaker and the listener will watch the movie together., The speaker's friend will seek his reviews about the movie.,0.0,0.0
9651,9651, The speaker is excited to watch the movie., The speaker is surprised to know that even his friend has also watched the korean movie friends.,0.0,0.0
9652,9652, The listener asked the speaker about his opinion about the movie., The speaker inquired his friend about the last movie which he saw recently.,0.0,0.0
9653,9653, The speaker and the listener will watch the movie together., The speaker will praise the story and acting of the movie.,0.0,0.0
9654,9654, The speaker and the listener watched the movie together., The speaker will praise the story and acting of the movie.,0.0,0.0
9655,9655, The speaker is impressed by the movie., The speaker's friend felt disappointed with watching the korean movie friends.,0.0,0.0
9656,9656, The speaker did not like the movie.," The speaker's friend has recently seen a korean film called friends, starring sang dong-gun.",0.0,0.0
9657,9657, The listener agrees with the speaker's statement., The listener expressed his disapproval of the speaker's statement about the movie.,0.0,0.0
9658,9658, The listener agreed with the speaker's statement., The listener expressed his disapproval of the speaker's statement about the movie.,0.0,0.0
9659,9659, The speaker did not like the movie., The speaker found the korean movie friends to be pretty good.,0.0,0.0
9660,9660, The speaker is disappointed with the movie., The speaker suggests to his friend that different people would have different opinions about the movie.,0.0,0.0
9661,9661, The speaker is disappointed with the movie's storyline and acting., The speaker suggests to his friend that different people would have different opinions about the movie.,0.0,0.0
9662,9662, The listener is disappointed with the movie., The listener will feel happy for the speaker as he liked the korean movie friends.,0.0,0.0
9663,9663, The speaker is disappointed with the movie., The speaker will feel sad for his friend as he didn't like the korean movie friends.,0.75,1.0
9664,9664, The speaker is curious to know about american food., The speaker's friend is eager to taste the american food as he hasn't tasted the same before.,0.0,0.0
9665,9665, The speaker is fond of eating meat., The speaker's friend relishes meat over fish.,0.0,0.5
9666,9666, The speaker asks the listener about his favorite dish., The listener orders the special meat steak for the speaker.,0.0,0.0
9667,9667, The listener asks the speaker whether he likes meat or fish., The listener orders the special meat steak for the speaker.,0.0,0.0
9668,9668, The speaker is craving for meat and fish., The speaker's friend is craving to eat meat cooked in american style.,0.0,0.3333333333333333
9669,9669, The listener suggested the speaker try chef's steak special., The speaker suggested his friend eat chef's steak special.,0.5,0.5
9670,9670, The speaker orders the chef's steak special., The waiter brings the food ordered by the speaker and the listener after a while.,0.0,0.0
9671,9671, The speaker orders the chef's steak special., The waiter brings the food ordered by the speaker and the listener after a while.,0.0,0.0
9672,9672, The listener is happy to help the speaker., The listener will feel happy about recommending the most famous american dish served at the restaurant to his friend.,0.0,0.0
9673,9673, The speaker's friend asked him about his favorite dish., The waiter is taking the guest's order for his meal at the restaurant.,0.0,0.0
9674,9674, The listener orders a bowl of dumplings for the speaker., The speaker wants to know whether the listener would like to order veg dumplings or non-veg dumplings.,0.0,0.0
9675,9675, The speaker orders a bowl of dumplings for himself., The speaker wants to know whether the listener would like to order veg dumplings or non-veg dumplings.,0.0,0.0
9676,9676, The speaker is craving for a bowl of dumplings., The speaker is hungry and craving some food.,0.0,0.0
9677,9677, The listener asked the speaker if he would like to have some soup., The waiter inquired the guest whether he would prefer to order some soup as well.,0.2222222222222222,0.3333333333333333
9678,9678, The listener asked the speaker whether he likes egg soup or mutton soup., The waiter asked the guest about his choice between egg soup or mutton soup.,0.5,0.5
9679,9679, The speaker would ask the listener about his favorite soup., The listener orders an egg soup with extra salt and pepper for the speaker.,0.3333333333333333,0.3333333333333333
9680,9680, The speaker would ask the listener about his favorite soup., The listener orders an egg soup with extra salt and pepper for the speaker.,0.3333333333333333,0.3333333333333333
